,text,label
4930," balla pratikshako ghadi sakiechha, rabi sar ra rajesh sar ko phyan jati yata hajir hanus na plij",2
4931, haminepaliko man mutuma basna saphal eka matra mahan byaktti rawi saralai eka karod agarim subhakamana hariday dekhi!💕💕🌹🌹💌💌,1
4932, aaphno lagi bhae riks linathie aspatal ko lagi yo thulo rakamaho kasto lago rabi sar ko yo bhanai malai chai 100%sahi lago🇳🇵🇳🇵🇳🇵🙏🙏🙏🙏,1
4933, rabi sarako mahanatalai salut garna chahanchha tin karod janata.,1
4934," wau aajako ipisod ko banchha karodapati rabi lamichhane sarale khelnu bhaeko herna paunda ekadam khushi lagyo 1ghanta 21 minet gaeko pattai bhaena sathai 6,40,000 jitnu bhaekoma hardik badhai sathai salam chha.mahanayak rajes hamal sar prati pani salam namaskar chha🇳🇵🇳🇵🇳🇵jay nepal",1
4935, kasto lagyo ko banchha karod pati rabi lamichhane ko????????,2
4936, aaphu ta kayau din dekhi kurera baseko manchhe pariyo !!!!ram्ro nalagne kurai bhaena 😍😍😍sathiharu,1
4937, sachchai mahan hunuhunchha rabi ji! tapaimle aaphno lagi nabhai janatako lagi sochnu bho.tapaimko thanuma aru bhaideko bhae je parla parla bhanthe tar tapaim aaphno desh ra janataprati yati maya chha. you are god.,1
4938, hamilai dhurmus ra suntali ko pani hernu man chha,2
4939, la badhai chha rabi sar sadhai jantako sewa matra nabhar mitho git pani gaunu hudo rahechh . you are always great rabi sir love you so much 💋💋💋💋🌹🌹🌹🌹✌✌✌✌,1
4940," aaj nepal ko pratibha sali nayaka, haru ko pani yasarinai rajanitik dal ma prawesh bhaena katti khusi hunthiyo hola hami aam nepali janata,,,,,,🙏🙏🙏🙏",1
4941, dhanyawad rawilamichhanelai dai,1
4942, ko banchha karodapati ko harek episod nachhutaera hernuhune ra 🇳🇵✊rabi lamichhane✊🇳🇵sarako phyan kati hunuhunchha karipaya laika♥️ garnuhos ta,2
4943, sabai episod haru heriyo balla aaj ko episod ma chittabujhdo bhayo. dhanyawad ko banchha karod pati tim lai,1
4944, salut rabi lamichhane sar,1
4945, harek prasna haruma rabi daiko sahi uttar jaos bhanera aakha chimlera kaskasle kamana garnu bhayo,1
4946, dherai dinakae antaral pachhi herna paiyae khushi lageu rabi sar :-best of luck...,1
4947," hamro ramesh prasaimlai pani bolaidinu hola KBC All Team ,,?",2
4948, rabi sar ko sor + bolla shaili chahi ho ke sarai man pareyo rabi sar tapaim le git gaunu bhayako git chahin sarai ram्ro chha .,1
4949, sarai ram्ro kam garnu bhayodhanyawad hajur lai rabi sar,1
4950, aaj pahilo choti maj aayo ko bhanchha karodapati herna ravi sir 😘😘😘😘😘😘😘,1
4951, rawi sar ko bichar ram्ro lagyo ra khusi pani 🙏🙏🙏🙏🙏🙏🙏🙏🙏,1
4952, git pani babal gaunu hune rachh so happy,1
4953, waristha patrakar rawi daju ra mahanayak rajesh dajulai sadaiw uchchasamman chha.,1
4954, kae banchha karaedapatima rabi daile baele jastai - ma pani tapaimko karyakram sidha kura janatasangama kehi kura baelna chahanchhu - milchha haela ta - dhanyawad - jay nepal .,2
4955, rawi daikae episode hen kati janale dherai pratiksha garnu bhaeko thiyoe yata hajir ✋✋✋,2
4956, kati mitho git gaunu bho rabi sara.,1
4957," hamro bhagawan rabi dada aaj balla herna paiyo ,,?##,,dhanyawad KBC sampurna timalai ,,,hamro rajesh dada rabi dada ,,?#!",1
4958, philma mahanayak rajesh dai ra riyal nepalaka hiro rawi daiko phyanaharu kokochham hajir hum hamlaipani saskraib garnuhola la natra pap lagchha ni hai ta,0
4959, aaha kya ram्ro git ani rabi daiko tyo swar,1
4960, rabi dadako ko banchha karod pati khel herna ko ko pratiksha garirahanu bhayeko chha .yeta hamro chyanal tir jodinus ta .sabskraib garidinus ta rabi dadako phyan jati sabaile . saporta garau,1
4961, kati mitho bhwais hajur ko git sunera man katakka khayo rabi dai 😂😂😂,1
4962, aaj samma ko sabai bhanda damadar prastuti aaj ko lagyo malai ta.,1
4963, ramailo pani,1
4964, dhanyawad aru sahayog garne sahayogi man haru lai,1
4965, badhai chha rabi lamichhane sar lai saphalatako agrim shubhakamana 😍😍yo bhius ta sababhanda dherai jane chha hernus ajhai,1
4966, sada bahar tin karod janatale man paraune byakti rajesh hamal rabi lamichhane kulaman ghisin ramesh prasaim apil tripathi lagaeta dherai chhan jay nepal jay nepali,1
4967, rawi sar lai salam chha namaskar rajes dai lai pani mapani sahayog garna saku thorai dherai jati bhay pani samajik kamako lagi dhanyawad,1
4968, rames prasai dai lai pani bolaunu paryo yo karyakramama,2
4969, ab ramesh prasaim lai ni lyaunu paryo hai kbc jiu,2
4970, jahan chhan buddaka aankha rabi sarale gaeko man paraune jati yata hajir https://youtu.be/0JnskMlTZrA yo biheko bhidiyo click n subscribe plz,1
4971, rabi sar ko gayani pani uttikai utkarista rahechh,1
4972, rawi lamichhane karod jiteko herne chahane ko ko hunuhunchha,1
4973, hajir garau ✋✋✋✋✋,1
4974, wau wau git pani utikai ram्rae khelpani utikai ram्rae khelnu bhakaechh rabi sar hajurale,1
4975, salut chha aadaharanaiy sar rabi lamichhane jiyu hajuko karya lai salut chha dhanyawad,1
4976, dui alaga-alag kshetraka mahan hastiharuko yo bejod sangam atyanta rochak lagyo !,1
4977, rabi dai hirasat bat chhute pachhi pheri herna aay ma rabi dai hai hai sarkari chor sabai des chhod,1
4978, jati rakam jitepani badhai chha rabi sar lai 💝,1
4979, ram्ro kamako suruwat,1
4980, rabi lamichhane ko phyan sabai milera yo video ma 100k like puraun parchha like garnuhos,2
4981, yahi bat Thaha hunchha rabi ji kae phyan kati chhan aj samma nabajekae tali aj bajdai chha,1
4982, rabi dai ko ram्ro git gaune swar rahechha. aajasamma kai ram्ro episod lagyo,1
4983, Ww ow aaj rabi sar ko herna paine bhayo rabi dailai man paraune sathile yata hajir hunus la,1
4984, ati ramrae shawar gana chai atinai man parayae badhai chha rabi sar,1
4985," asti bhakhar bihe garera pati hunubhaeko aaj pani pati banna aaipugnu bhayo,shubhakamana",1
4986, uchcha samman chha dinadukhiko patrakar rabi saralai,1
4987, hami sara nepali janata le garwa garne eutai matra kura baki chha tyo ho rabi lamichhane. rabi is always great .,1
4988, dherai ram्ro po्rogram dai 🙏👍👍👍👍👍♥️🇳🇵♥️🇳🇵♥️🇳🇵,1
4989, kati mahan hunuhunchha rabi dai tapaim .,1
4990, mahanayak rajesh hamal ra maha patrakar rawi lamechhane lai ma gopal tamatako tarpha wat salam chha sathai jay nepal,1
4991, ko banchha karodapatima sarwadhik herieko episod 🙏🏻,2
4992, sajilo prasnama adkinu bhayo tar thikai chha ..badhai tatha shubhakamana,1
4993," dhamala le yo program hernu parne ,ani presako rastiy adhyaksha bhanne kisor kata gayo tyasale pani yo program hernu parne ani Thaha hunthyo tinih ru lai rawi ajako hoin jamana dekhinai janata ma samarpit thie bhanera",1
4994, rabi sar majadur sosan garnelai pani parda phas garnu parchha nepalama *,1
4995, karabahi pani,0
4996," rabi hajurako yo mahan bichar lai salut gardachhu.hajur lai Raskotko presarale lastai piralo thik chha yo ni ram्ro rakam ho.hardik badhai,ramesh prasaim ji pir nagarnu hola.ab ramesh prasaim hat sitama herne man chha.",1
4997, rabidai hajurale eka chaeti hamile janatale desh pradhanamantri bhaekae herne chahanchhau,2
4998, rabi ji tapaim le gareko kam dekhada jo kohilai pani sahayog ko bhawana jagera aaunchha......,1
4999, sachikai rabin lamichhanele rabi parsailai phon lagauda mero aankha nai rasayo,0
5000, suruma ta rabi dai ra nikita bhauju lai waiwahik dampatya jiwan ko lagi dherai dherai shubhakamana 🎉🎊🌹🌳 chha aaj hajur ko banchha karodapati ma aaunu bhaeko chha aasha chha utkarista khelnu hunchha ra karodaum ko rakam jitnu hunchha je hos ramailo ra wishesh hune wala chha yo ipisod tyasaile Best of luck rabi dai bhanna chahe 👍️🙏❤️❤️,1
5001, salam chha rabi bhai jun sukai chhetrama pani abal,1
5002, rawi dai tapaimlai muri muri dhanyawad chha . tapaim nepali janta haru ko hit ko lagi mahan kam gadaim hunuhunchha. salam desh ka saput rawi dai lai. desh lai tapaim jastai manchhe ko aawasyak chha. jay rawi dai #jay nepala.,1
5003, riyal hiro rawi dai ra mahanayak rajesh daiko phyanaharu koko chham trending 1 ma leunu paro hai sathi ho. saskraib garnuhola la,1
5004, ❤⬇ natra pap lagchha ni ⬇❤❤,0
5005, ab ramesh prasaim lai bolaunu paryo rajesh sar,2
5006, mahanayak jyu arko sijan suru garna paryo .. kbc,2
5007, nepal ko pradhan mumtri rabi dai lai salam,1
5008, aajako episode skip nagari herne ma matra hain holani,2
5009," ab kunai eka episodama ramesh prasai lai pani nimto garnu paryo KBC ma Rajesh sir,,,,,,,",2
5010, ram्ro manchhe lai jaha pani samman,1
5011, sarai maja aayo program herna,1
5012, namaskar dherai dherai dhaniyabad sapun timalai sadhai saphalata kae kamana .,1
5013," khoi kahan rahechh ra sarakara?? jun jogi ae ni kanai chirieko, dhanya rawiji.",0
5014, yo bhidiyo herera dislike garne manuwa bhastrachariko samarthak ho bhanna man lagyo,0
5015, sayad wahaharu nai hola yar bina attitude ko mahan wyaktiharu,1
5016," rawi ji,shat pratishat sahi nirnay linu bhayo tapaimle.dherai khushi lagyo hai !",1
5017," bholi bihan uthda , sure trending ma",2
5018, salam chha rabi sar,1
5019, nepali no..1 hiro rabilamichhane dai. lay maya garne yet hajir garam ta 😍😍😍,1
5020, Ravi sir jasto byakti lait ratai pirai garaune kasto janma bhayo yo ke bi si nepal ra rajes hamala.,1
5021, karod jitera jane sar lai salam chha. pariyanka ra aayusman lai bekar chha .,1
5022, rabiji ram्ro gayak pani hunuhudorahechh bhanne kura aaj matra Thaha bhayo khushi lagyo,1
5023, aha kati ram्ro hajur kae git rabi sar kae saera sarai ram्ro hajur lai dhanyawad chha sar,1
5024, rabi daile khelnu bhaeko bhumika nikai ram्ro chha.rajesh daiko over acting bhayo.sabai kaun baneg crorepati ko jastako tsatai chha kehi ta paribartan garnuparchha.,1
5025, kubet bat kasari khelne haela bataidinu bhae aabhari hune thie.a,2
5026, nepal ko thagi ghuskhori haru lai jel halne matra hain eka asal swor ko dhani gayak pani hunu hudo rachh rabi sara.. ....,1
5027, rabi sarako hijoko yo karyakram herdaherdai sabji banaun lako mero tarakari nai jalyo🤣🤣,0
5028, yasari tarakari jalai jalai ka-kalle hernubho?,2
5029, malai Thaha chha....KBC ko bhidiyo haru madhya yo episode ma sabaibhanda badi views badhnechha. jay rabi lamichhane jay rajesh hamal🖐️,1
5030, ab ramesh prasai dailai pani ko banchha karodapatima invite garnuparyo,2
5031, rabi dai aaj kati narbhas dekhinu bhako.testo nidar manchhelai pani hat sitale aaj narbhas banai diyo.🙂,0
5032, lakadaun ko bharapur majja yo karyakram dorai dorai heriyo,1
5033, ab ramesh prasaim dai lai pani lyaunu parchha bhanne ko ko hunuhunchha ?,2
5034," rabi dada ra nikita paudel bhaujulai dampatya jiwanako shubhakamana,,,,,",1
5035," sadhai bhari khusi rahanu hola daju bhauju ,,,,,,,,",1
5036, shubhakamana dinuhos ra rp babu official lai pani bhijit garidinu hola hai,1
5037, abako palo ramesh prasaiko bhanne jati yata hajir garum ta 🙌🙌,2
5038, rabi dai lai jay nepal chha,1
5039, dherai bhanda dherai khusi lagyo hamro desh nepal ama ko saput chhora rabi sar ani rajes sar ekai.thaunma dekheda,1
5040, sahi sahi parasan didai janu rabi sar aihi subhakamana,1
5041, euta episod ramesh prasaim lai pani mauka dinubhae besh hunechh !,1
5042, rabi khushi hunubhayo,1
5043, nepaliko man mutu rawi sar,1
5044, jay rabi ji,1
5045, rabi rag bhaera hunuhunchha salam chha hajur lai,1
5046, rabi lamichhane dada lai antim shubhakamana dinuhos 😍😍😍😍😍😍 karod pati bannako lagi,1
5047, yo samariddhiko sagunako lipha bhitra ke hunnchha bhanera janna chahane ma matrai chhu ki aru pani hununchha?😄😄😄,2
5048, prachanda ra oli jastaharu ta pahilo prasnamai phalinchhan 😂😂😂,0
5049, ati ram्ro chha hai dubai lai salam chha mero,1
5050, rajeshahamal mahanayak dai lai aaphailai ko banchha karodapati ma khelayo bhane sayad mahanayak daile ta sidhai karodapati jitnuhunchha hola harek uttarako bare barnanan garna saknu hunchha jay rajesh hamal,1
5051, ab dhurmus suntali lai leraun paryo ko banchha kardpati ma|,1
5052, bhidiyo herdai comment padhneharu eta hajir garum ta😍😍😍,1
5053, wastawama rabi lamichhane le gaeko git koko lai man paryo. ????,1
5054, malai ta babal lagyo hai,1
5055, rabi dai nervous bhaeko first time dekheko bhanne yett 🥺,2
5056," dherai dina,ko pratiksha pachhi balla,pura bhayo,",2
5057," ab bhane,ramesa,,prasaim dajulai,pani bolaunu paryo,?",2
5058, rabi lamichhane ra rajeshahamal duwaijanalai salamachha.nepal ra nepalile tapaiharubat dheraiasha rakhekae chha .jayanepala.,1
5059, rabi dajule asti tamatar kineko paisa uthaunu bhako ma badhai chha .malai ni alikati sapati dinu hunthyo ki tamatar ko chatni nakhako dherai bhathyo😂😂,1
5060, 10 minetama karodapati hunu bhanada rodapati nai thik chhu..,1
5061, rajes daile jahilyai pani dimag gharama rakhera aako chhu bhannu hunchha daiko dimag nai bhauju hoki ke ho (🤣🤣🤣🤣😋😋😋),0
5062, rabi sarako phyanaharu yata hajir hau. 😊,1
5063, rawi dai le gauda tathe voie of nepal hereko jasto phil bhayo.,2
5064, 😂😂😂 taim tokeko chhain hahahaha kasto progaram,2
5065, jatiy wibhedako sikar chandra kami | kisanale kahile paune mal ?. SidhaKur | Rabi Lamichhane | EP 35,0
5066, jatiy wibhedako sikar chandra kami | kisanale kahile paune mal ?. SidhaKur | Rabi Lamichhane | EP 35,0
5067, bepatta bhaeko 18 warshapachhi bhetieka babu bhanchhan— “meri chhori hoin !”,0
5068, swasthyaka lagi aushadhi hoin aawasyak chha bhansa pariwartan | Tamasom Jyotirgamay | AP1HD,1
5069," widyarthilai namgai parne ra photo khichne shikshaka, MBBS ko shulkama kalejako manapari?. SidhaKur | EP 36",0
5070, PrimeHD || maowadiko bandasatrama rishi dhamalako praweshapachhi khailabaila,0
5071," gharabeti thekedara'lai karabahi hune, deshabharaka sadak kahile sudhrine ? . Lal Mohar | EP 12",0
5072," bhim rawalako khulasa : emale chhodera nayan dal kholne, emasisi padhna deuwalai aagraha, parit gare durghatana",0
5073, wow rabi sar yo bulanda yathartha aawaj ka lagi mero uchcha samman chha,1
5074, rabi sar ko 7 minet 33 sekenda samma ko kada prahar ka kasle man paryo,1
5075, tapaimko karyakram ahilesamma nachhutaune manchhe hu ma tapaimko boli boli ma dam chha pareko bela jyan pani din tayar ho hai sar,1
5076, 7:35 minetako bhasan kya damdar chha rabi sarako tapaim banna paryo sar ab pradhanamantri,1
5077, chandra kami ko ghatana lai samanya jasto rupama lieko dekhiyo sahayak jilla pramukhale bhanne kura tyahi ho sabaiko mile mato bhaisakeko raichh ghatna rajanitikaran bhaisakeko raichh bhanne bujhiyo .,1
5078, bulanda aawajako lagi hajuralai uchcha samman chha jay rabi dai 🇳🇵🇧🇭🇧🇭🇧🇭,1
5079, Rolpa baksiyos ki malai Rukum baksiyos,2
5080, jyanai chadhaidinchhu rabi sar hukum baksiyos,2
5081," sarwahara janatako sath ma rawi lamichhane,uchcha samman chha hajur prati sadhaim nepali haru sath chha ️",1
5082, rawi sar karyakram prastut garna aaune shaili kunai baliwadako hiro bhanda kam dekhinu hudain hai.,0
5083, ekdamai ram्ro karyakram rabi sarako ..,1
5084, bulanda aawaj uthaunu bhaekoma manai dekhi rabi sar lai uchcha samman chha,1
5085, garib janataka sahara aadaranaiy rabi lamichhane daiko saportar ko ko chhama?️,0
5086, jab samma samsad haru mantri pradhanamantri hun paune wyawastha antye hundain yastai hunchha nepal ma .. ab ko bikalpa RIGHT TO REJECT ani RIGHT TO RECALL ra janata bat prataksya nirwachit karyakari pranali bahek arko kunai wikalpa chhain .. jay nepal 🇳🇵🇳🇵🇳🇵,0
5087, subham chhetri gaunle,2
5088, hardik naman rabi sar️️️,1
5089, kisanale samayamanai mol paune bhaideko bha kina harek saman indiyanako mukh taknu paryo,1
5090, mero samarthan rajendra linadel lai ani hajur ko ni?,1
5091," kati khusilag chha ,bi bhai kae awaj sunada️️️️️️️️️️",1
5092, wa rabi da hajurako yo sahasi lai salam chha ️️️️️️,1
5093, ghatanako sabai dhachhop garna khojiraheko chhan . chandra kamilai chhito bhanda chhito sarwajanik gar sarakar,1
5094," hamro neta,mantri haru kursi tanatan gardai byasta chhan. ani kasari hunchha ta hamro deshama bikasa???",0
5095, deshama sachcha abhibhawakako abhawako karan harek kshetrama chhadatantra matra chaliraheko chha. kohisamg kohi tedadainan.,0
5096," suruwat nai damadar rawi daiko, aam nepali janatako darilo aawaj ,hal sammako niyamit darshak saudi bat",1
5097, jay nepal 🇳🇵🇳🇵🇳🇵🇳🇵,1
5098, thulo jat haru le jat kehi hoin bhani samajama janachetana chalae bhani yo wibhed chhittai antya hunchha.,1
5099, wow rawi sar satya kura ho,1
5100, netaharule garda desh bikas hun sakeko chhain,0
5101, jay nepal 🇳🇵🇳🇵🇳🇵,1
5102, dai jati karae pani sunera udauchhan sab masu chyureharu chhan janta nai jagnu parne Morangko jasto neta mantri nishedhit kshetra ghoshit thaun thaun ra tol tolama garna aghi badna chetana jagaun aawasyak chha.,1
5103, yasta jatiy wibhed lai anya garna kae lagi doshilai yasto sajay dinu parchha ra karawahi gareko bhidiyo laibh gardai tyo bhidiyo herera pheri tyahi galti dohoryaune aant kasaile nagaros mero sano sujhaw,0
5104, desh bigarne neta hun tinai netalai jitaune hami kati jimmewar huni? jay rabi sar,0
5105, karishi pradhan desh yastae chha halat kisanakae . laj pani lagdain sambandhit wyakTilai . sarakar pramukh emasisikae paisama rayal kadhirakaechh ! kastae laj pachekae yiiharu?,0
5106, garib lai jaile peleko pelai hunchha. chandre kami garib sangai dalit bhaeko le garda keti pachhe le swikar nawaeko. tyatro 20jana samuwa janda euta pani pulis le samatera khoj khaj garna nasakne ani keti samg sodh khoj garnu nasakne nepal pulis . chandai bhanda chandai anusandhan hos.,0
5107, nepal ma dherai aamaharuka kokh rittiyaka chhan yasta ghatanaharuko ram्rosang chhanabin garera doshilai kada karwahi hos rabi sara️,0
5108, hamile socheka thiyau ki aaj pakkai pani kmc college ko samachar yas karyakramama aauchh kinaki dinabhari galaxy 4k van tyatai thiyo tar abasoch rawi daile widhyarathiko aawajalai sunidinu bhaena .,0
5109," ma pani kisani nai hu tar ,, aru kehi nadiepani mal ra biu matrai die pani kati sahaj hunthyo hola bhanni sapana matrai bhayo ,, kisani ko pani du:kh dekhne garos neta hoki desh bechuwa hun karishi pardhan desh bhanera purkha haru le nam rakhe ,,ahile ko chorai chor haru lai laj chhain ,, karishi ko hatal kasto chha",0
5110, hajuraharuko yati dherai maya ra sathako lagi ekadamai aabhari chhu aaudom hapta bat da bhwais kidsa ko laibh raunda suru hudaim chha malai hajuraharule bhot garera sath din saknuhunechh abako nirnay darshakakai hatama chha️,1
5111, muluk bikas ko marga chitra banaun teti sajilo chhain boro haru ️🇳🇵🇳🇵🇳🇵🇳🇵,0
5112, mero pyaro nepal,1
5113, chandra kami lai chhito nyay de.,1
5114, salam chha rabisar lagayat sampurna timalai !!!,1
5115," rawi sar ko yo program sidha kura ekadamai ram्ro chha,garib du:khi janata ko chaso ra gunaso lai liera bhandaphor garnu hunchha",1
5116, kam garna nasakne ra najanne mantri nabhaidie hunthyo,0
5117," ripaerta banaera matra kehi hunewala chhain rawi ji,jawaph jasari ni din milchha,neetaritwama jane kammar kasnus na aba,ki tyae lyakat chhaina??ke le raekekae chha tapaimlai??ki janatale sath nadelan bhanne dar chha??",0
5118," shastrama spastai lekhya chha ni "" strisamg bahas nagarnusa"" bhanera",0
5119, yadi usale hatti udchha bhanin bhane pani bahas nagarnu baru bhannu ho ho maile ni dekheko aaj bihan matra hamro ghar chheuko tarama basethyo!,2
5120, desh tatha widesh bat sidha kura nachhutai hernuhune sampurna darshak mahanubhaw haru aaunuhos hamro tir dhanyawad ahile katara🇶🇦🇳🇵dekhi herdaichhu,1
5121, desh ra janatako lagi aawasyak rawi sar 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,1
5122," chhuwachhut nagaraum, sabai eutai ho, sabai manchheko dil hunchha.",1
5123," tapaim aanphulai tyahan rakhera hernusa, kasto bad feel hunchha.",2
5124, sahi ho ab bikas nagarne netalai nikas pani dinuhundain no entry,0
5125, deshama rajaneta sahi nabhae yastai hunchha neta deshabhakta ra jantabhakta hunajaruri chha rabi sar desh banaunachh bhane patrakaritabat anubhaw batulera chhitai rajanitima aaunajaruri chha desh banaune ho bhane natra hudain mero anubhaw,0
5126, rabi garib dukhiharuko sahara ho kasale bhanchha rabile kehi gareko chhain bhanera bigat herera bole hunchha,1
5127," bulanda aawaj bolidinu bhayo aaja, salam chha rabi dai.",1
5128, yo gambhir bishay ho euta karyakram purai karishiko banaunu paryo rawi dai milchha bhane,2
5129, hami sabai le chandra kami ko nyay ko lagi prasasan lai dabab diu,2
5130," jabasamma janatale pratyeksha bhot halera pradhanamantri chunna paudainan tabasamma nepalama yastai hunchha , sasadle chunne byabastha rahesamma na bikas na nikas hunchha ! ghanasyam bhusal jasto samariddhika gaph chhatanele ta mal lyaun saken aruko ke kura garaum !",0
5131, netra bahadur bhandari jiulai ratiko paune10 baje chintit hunuhunchha are kasko bisayama tyo pani kisanako lagi waha Day of the joke kuro,0
5132, namaskar rabi ji sahit pura timalai 🇳🇵️,1
5133," yasto chha Humla ko prahari pramukha,,, bolnai nasakne,, yasto dhilo prahari prasasan bat kasto anusandhan hola,,,,khai banki kehi bhanna sakinna,",0
5134, sutekae dalit sag kahile samma jyadati garchhaaim hae jun din dalit haru timro jyadati biruddha ekajut hunechhan tyo din timro antim din hunechh .,0
5135, rabi ji ko bulanda aawaj sunnuko lagi hajir bhaiyo . sabai janta eka bhaera mcc ko birodh garum ..,0
5136, rabi sar kae bulanda awajale manai praphullahunchha jay rabi sar,1
5137, aaj ali chandai herna paiyo️️sidha kura with rawi lamichhane️️️️️,2
5138, jay rawi sar jay nepal 🇳🇵🇳🇵,1
5139, hajur yo kura desh sabai janata le sunanu parachh ab hune chunaw ma neta haru sanag hisab maganu parachh,2
5140," bijog chha, deshako janataharu ajhai aaphu thulo aru sano jat bhandai basdai chhan , yi manasik rogi haru hun chhitai upachar gar sarakar",0
5141, jay nepal 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,1
5142, hamro nai kamajori chha sadhai masu bhatako lagi netako pachhadi kin lagchhau?,0
5143, bulanda aawajako lagi uchcha samman chha rabi sar️️️️️️️️️️️🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,1
5144, kisanaharule etro malako lagi kin etro aandolan garnui parne ? yo kasako lagi ho hamrai lagi kisan haru dukh gardaichh tar pani kin yo sarakar ho ki bhrastachar le kun kisanaharulai bujhididain ? sab bhanda agadi kisan harulai pahilo prathamikata diyos ke herchha sarakar thu,0
5145, rabi sar yo kulanda awaj ka lagi mero uchcha sanaman,1
5146, sidha kurako pratiksha ma basdabasdai balla aayo you tube ma ab herna suru gariyo,2
5147, sar ab kriket bare wiwad pani program ma sametnu paro hajur,0
5148, Best present Rabi sir sathiharu yata pani bhijit garaun,2
5149," yo jat chhuwachhut bhanne kura kami daMai sarki lagayat ka jatabhitrai jhan daralagdo rahechha, maile padheko chhu. tyasaile pahila uhanharu bhitra nai sudhar lyaunus ani bahir sudhrine chha.",0
5150, bhastachar nai bhastachar le bhalipurana bhaaiko desh nepal anadi papi manchheharu chhi chhi,0
5151, manai dekhi samman chha rabi dai ko tim lai,1
5152, rastrako hiro rabi saralai salam chha,1
5153, Best present Rabi sir sathiharu yata pani bhijit garaun,2
5154, nepalama jabasamma brahman badako anatyahudaina tabasamma yo ghatna ghatinairahanchha mukhale matra hamisamman chhau bhanchha tar wyabarama kaile paribartan gardaina mukhama ramram bagalima chhura,0
5155, wa: surukai bhanai 100% sahi lagyo.️️️️,1
5156, nyay napae gorkha janu bhanthe pahile but aile,2
5157, nyay napae rawi daiko ma janu...,1
5158, namaskar jahan tahi kisanaharukae samasya chha sarakaralai ramita chha satta ra kuchima rajanitik bhagabanda ma janata pani usatai chha pati ra dalama kahile samam samasya uthan garaune jahuraharu,1
5159, salam chha rabi sar lagayar sampurna timalai,1
5160, ab aas bhaneko rawi daiko matra ho ..,1
5161," hari prasad pande,hal katarabat",2
5162, ab karishak aaphaile malakhad banaunu parchha,1
5163, aatmanirbha aaphai hunuparchha sar,1
5164, jay rabi dai ️,1
5165, jatiy wibhed hamro nepalama kahile haraune chhain . kinaki samaj tyastai chha ra dalit samudayako yuwaharule aaphno thar lukaera dherai lai jhukyaune gareko dekhinchha.,0
5166, patrakar bhaneko ta rabi sar jasto hunu prachh dherai dherai subhakamana chha hajurlai,1
5167, sababhanda mahattwa kisan lai dinu parchha sanchar madhyam le a ni rajnitik parti le,1
5168," yo hamro samajako jatiy bibhedaka karan dherai man dukhera aaunchh . hami manchheharu kin pasuharu bhanda pani asikchhit bhaeka hau . hami kasto samaj ma baseka chhau . yo samaj kahile sikchhit ra sudharinchha hola.men kura ta kanuna, shiksha ra bikas ko kamile hola . ab rabi sar yo jatiy bibhedako barema daro kharo tarikale gaun tol sahar sabai tir tapaiko timale riporta garera tapaiko aawaj bat asikchhit manchhe harulai sikchhit banaune kam garnu hola",0
5169," rabi sar 🇳🇵7:35 minet ka lagi matrai aruko lagi hoin patakkai hudai hoina! pheri pani namaste!tara, yo desh luteko kati din bajaunu hunchha tibhima??yadi bichar mathi kshamata rakhnu bhayo bhane tin karod nepaliko bhagyarekha kori dinu ho. abako panch warsha pachhiko herna chaheko desh ma bhanchhu jarur bhanchhu, sakechhu bhane bheterai bhanchhu.tar desh lutera sakebhane tibhima papular bhaera kamai chhain chhadai chhaina. ma yo sistam samg aajait bhaera lekhna badhya bhayako ho. pheri sahayog chahiera boleko hoin patakkai hoina,m ta sthaniy nikayako nirwachan pachhi bhanchhu jarur bhanchhu ma herna chaheko desha.tara, desh luteko kati din bajaunu hunchha tibhima??ke yo deshama 500 jana desh kai lagi janmieko chhaina??m mero gaun ta banaula,yo pani mera lagi alikati mathiko kura ho. mero dainik le dekhai rakheko chha. yadi namgo nach dekhekai ho bhane,abako 20 barsha pachhi ko nepal kalpana garna aagrah garchhu. desh lutera bilasi jiban jiune samkhya kati chha?? tibhima bajaera kunai artha chhaina!jindagi bat aajait bhaera lekhna badhya bhae.tar hardina,bhanchhu jarur bhanchhu sakechhu chhu ra paechhu bhane bheterai bhanchhu.yo kolyapsa sistam ma aajait jindagi dherai thiyo samay chhaina.",0
5170, hamro desh ma kisanaharu le kahile samma malako lagi sasti bhogne ?aaphno deshama rasayanik mal kahile utpadan hola ?,2
5171, jay rabi,1
5172, aaha rawi sar tapai ko yo shuruwati kura lai dhyan dine ra sochne karyakarta bhaidieko bhae sanchchikai swarga nai banne thiyo desha.,1
5173, hami jasto swatantra nagarik le ta satapratishat yo bhanai lai swikrarchhaum.,1
5174, tar desh ma nagarik nai bhaena.,0
5175, sirpha karyakarta bhae.a,2
5176, ganu ganu wasti bat uthera neta chor phataha bhrastachari haru lai sima kataunu parchha,0
5177, rabi sar tapaimko ko nambar paun hai kehi samsya pareko hunale tapaim san jodine madyam milaidinus ta,2
5178, rabi sar aru kuro ekachhin rakhera kisanaharuko lagi chahi dherai prathamikatama rakhera agadi badhaidinus kin ki kisan chhain bhane arab patiharule ke paisa pakaera khanchha ki kisan le gareko anna khaera bachchha rabi sar hajur nai hununchha yo kuroko lagi,0
